"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.2505958', 'DecayAge': '0.006379', 'Weight': '0.957647', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.006379', 'DecayAge': '0', 'Weight': '0.03339416', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.2826068', 'DecayAge': '0.0276005', 'Weight': '0.8625551', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.2571134', 'DecayAge': '0.0128966', 'Weight': '0.9256672', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.0128966', 'DecayAge': '0', 'Weight': '0.06747513', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.287808', 'DecayAge': '0.0328017', 'Weight': '0.8323423', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.2630603', 'DecayAge': '0.0188435', 'Weight': '0.8930296', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.0188435', 'DecayAge': '0', 'Weight': '0.09850433', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.2929478', 'DecayAge': '0.0379415', 'Weight': '0.8061923', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.2689973', 'DecayAge': '0.0247805', 'Weight': '0.8633146', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.0247805', 'DecayAge': '0', 'Weight': '0.1293866', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.2986969', 'DecayAge': '0.0436906', 'Weight': '0.780472', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.2742874', 'DecayAge': '0.0300706', 'Weight': '0.8337402', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.0300706', 'DecayAge': '0', 'Weight': '0.1567996', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3041513', 'DecayAge': '0.049145', 'Weight': '0.7518683', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.2798661', 'DecayAge': '0.0356493', 'Weight': '0.8074883', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.0356493', 'DecayAge': '0', 'Weight': '0.1855773', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3097353', 'DecayAge': '0.054729', 'Weight': '0.7249151', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.2857838', 'DecayAge': '0.041567', 'Weight': '0.7799295', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.041567', 'DecayAge': '0', 'Weight': '0.2159301', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3151478', 'DecayAge': '0.0601415', 'Weight': '0.6975307', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.2916042', 'DecayAge': '0.0473874', 'Weight': '0.7508622', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.0473874', 'DecayAge': '0', 'Weight': '0.2455818', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3211325', 'DecayAge': '0.0661262', 'Weight': '0.6712114', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3077195', 'DecayAge': '0.0635027', 'Weight': '0.7224663', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.0635027', 'DecayAge': '0', 'Weight': '0.3264065', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3265075', 'DecayAge': '0.0715012', 'Weight': '0.642392', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3135494', 'DecayAge': '0.0693326', 'Weight': '0.6450648', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.0693326', 'DecayAge': '0', 'Weight': '0.3551033', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3321664', 'DecayAge': '0.0771601', 'Weight': '0.6167841', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3188346', 'DecayAge': '0.0746178', 'Weight': '0.6175833', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.0746178', 'DecayAge': '0', 'Weight': '0.3808338', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3377604', 'DecayAge': '0.0827541', 'Weight': '0.5901282', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3243633', 'DecayAge': '0.08014651', 'Weight': '0.5929427', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.08014651', 'DecayAge': '0', 'Weight': '0.4074373', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3432759', 'DecayAge': '0.0882696', 'Weight': '0.5641078', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3301866', 'DecayAge': '0.08596981', 'Weight': '0.5674658', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.08596981', 'DecayAge': '0', 'Weight': '0.4350888', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3493336', 'DecayAge': '0.0943273', 'Weight': '0.5387953', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3357048', 'DecayAge': '0.091488', 'Weight': '0.5409855', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.091488', 'DecayAge': '0', 'Weight': '0.4609186', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3544809', 'DecayAge': '0.0994746', 'Weight': '0.5114119', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '1210', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3412874', 'DecayAge': '0.0970706', 'Weight': '0.5162497', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '1215', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.0970706', 'DecayAge': '0', 'Weight': '0.4866584', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '1212', 'AnimId': '20', 'AnimType': 'Clip', 'Age': '0.3595295', 'DecayAge': '0.1045232', 'Weight': '0.4885073', 'BlendStatus': 'None', 'Speed': '1', 'Primary clip': 'Idle2walk_AllAngles'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
